permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202308315726,8,otc alterations permit,2023-08-31T00:00:00.000,2647,008,456,Castro,St,"installation of new 4"" fire line & connect to (e) building fire riser. backflow and connection to the building is by interior or fire sprinkler contractor.",issued,2023-09-07T11:15:11.000,2023-08-31T12:29:43.000,2023-09-07T11:15:11.000,3,3,30000,4200,nite club,2,nite club,2,2,"A-2,R-3","A-2,R-3",5,wood frame (5),5,wood frame (5),8,2023-09-07T11:09:41.000,Castro/Upper Market,94114,in-house,Point,-122.435431509,37.761602439,N,1677347382329,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315669,8,otc alterations permit,2023-08-31T00:00:00.000,3709,017,425,Market,St,"existing fire sprinlker system, tenant improvements. relocate 165 pendents, 42 pendents,relocate 4 uprights sprinlkers",issued,2023-08-31T13:11:22.000,2023-08-31T08:58:49.000,2023-08-31T13:11:22.000,38,38,132000,132000,office,0,office,0,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-31T13:09:43.000,Financial District/South Beach,94105,in-house,Point,-122.398125295,37.791121296,N,1677287164580,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315722,8,otc alterations permit,2023-08-31T00:00:00.000,0274,011,880,Bush,St,upgrade existing fire alarm system to comply with sffc section 1103.7.6.1,issued,2023-08-31T13:04:17.000,2023-08-31T12:10:14.000,2023-08-31T13:04:17.000,5,5,34800,34800,apartments,16,apartments,16,2,R-3,R-3,5,wood frame (5),5,wood frame (5),3,2023-08-31T13:01:52.000,Nob Hill,94108,in-house,Point,-122.411775335,37.790015888,N,167734266314,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315721,8,otc alterations permit,2023-08-31T00:00:00.000,6511,045,318,Fair Oaks,St,replace (5) windows at rear non street visible: (e) vinyl (n) wood comp: no size change <.30 max,filed,2023-08-31T12:07:20.000,2023-08-31T12:07:20.000,,3,3,18532,0,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-31T12:08:49.000,Mission,94110,in-house,Point,-122.424244196,37.751490862,N,1677341431953,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308315661,8,otc alterations permit,2023-08-31T00:00:00.000,0173,001,600,Battery,St,existing fire sprinkler system ti 93 pendents and 25 uprights,issued,2023-08-31T12:52:52.000,2023-08-31T08:33:56.000,2023-08-31T12:52:52.000,3,3,74000,74000,office,0,office,0,2,B,"A-3,B,A-2,F-1",2,constr type 2,2,constr type 2,3,2023-08-31T12:51:59.000,Financial District/South Beach,94111,in-house,Point,-122.400318419,37.797497507,N,167727661548,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315654,8,otc alterations permit,2023-08-31T00:00:00.000,3591,011,741,South Van Ness,Av,reroofing,filed,2023-08-31T08:03:12.000,2023-08-31T08:03:12.000,,3,3,79880,0,recreation bldg,,recreation bldg,,0,A-3,A-3,5,wood frame (5),5,wood frame (5),9,2023-08-31T08:13:25.000,Mission,94110,in-house,Point,-122.416758035,37.761297611,N,1677269160636,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315684,8,otc alterations permit,2023-08-31T00:00:00.000,6580,029,4079,Cesar Chavez,St,replace windows in kind in rear with fiberglass & repair front windows with wood. replace dryrot at rear. work in both units. 4079 and 4079a.,issued,2023-08-31T11:18:14.000,2023-08-31T10:14:29.000,2023-08-31T11:18:14.000,3,3,20000,20000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-31T11:17:19.000,Noe Valley,94131,in-house,Point,-122.430917106,37.747221435,N,1677302208091,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315699,8,otc alterations permit,2023-08-31T00:00:00.000,3046,028,1300,Monterey,Bl,water damage stucco repair approx 500 sq ft outside of the house. no window or door replacement. finish stucco texture with match with the extg. affected stucco are on all sides of the  house including the front.,issued,2023-09-01T08:34:11.000,2023-08-31T11:04:21.000,2023-09-01T08:34:11.000,2,2,6000,6000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-09-01T08:32:17.000,West of Twin Peaks,94127,in-house,Point,-122.463128748,37.730944975,N,1677318150857,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315673,8,otc alterations permit,2023-08-31T00:00:00.000,4022,240,683,Florida,St,ti ref 202208291528.fire sprinkler ti: art and wellness center. relocate 11 sprinklers. add 5 sprinklers. change 24 uprights to pendents. total: 40 sprinklers. no underground work.,issued,2023-08-31T11:57:00.000,2023-08-31T09:23:53.000,2023-08-31T11:57:00.000,9,9,23000,23000,workshop commercial,130,workshop commercial,130,2,R-2,"A-3,R-2,E",1,constr type 1,1,constr type 1,9,2023-08-31T11:52:46.000,Mission,94110,in-house,Point,-122.410521272,37.760882131,N,1677291520460,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308305646,8,otc alterations permit,2023-08-30T18:51:38.000,2612,002,150,Castro,St,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-30T18:52:30.000,2023-08-30T18:51:38.000,2023-08-30T18:52:30.000,,,28500,28500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,8,2023-08-30T18:51:40.000,Castro/Upper Market,94114,website,Point,-122.435886332,37.766392252,N,1677262139285,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305644,8,otc alterations permit,2023-08-30T16:10:50.000,0269,001,235,Montgomery,St,"21/f: removal of non-structural partitions, light fixtures, millwork, plumbing fixtures, and finishes. new temp. lighting to provide code complaint lighting coverage throughouts per ab-017. exception to requirement for disabled access to vacant spaces suite to remain unoccupied.",issued,2023-08-31T11:03:17.000,2023-08-30T16:10:50.000,2023-08-31T11:03:17.000,31,31,188000,188000,office,,office,,2,"B,M","B,M",1,constr type 1,1,constr type 1,3,2023-08-31T11:01:05.000,Financial District/South Beach,94104,in-house,Point,-122.402843617,37.791402129,N,167726066177,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305643,8,otc alterations permit,2023-08-30T16:07:39.000,2459,035,2666,38th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-30T16:08:48.000,2023-08-30T16:07:39.000,2023-08-30T16:08:48.000,,,21520,21520,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,4,2023-08-30T16:07:39.000,Sunset/Parkside,94116,website,Point,-122.495374286,37.737196135,N,1677259137075,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305637,8,otc alterations permit,2023-08-30T15:42:01.000,1202,002H,1243,Grove,St,"legalize 9 replacement windows on rear of bldg per dbi physical inspection # cc8584, item# 3.",filed,2023-08-30T15:42:01.000,2023-08-30T15:42:01.000,,3,3,1,4500,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-09-06T13:56:04.000,Hayes Valley,94117,in-house,Point,-122.437016238,37.775733776,N,167725292245,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305637,8,otc alterations permit,2023-08-30T15:42:01.000,1202,002H,1245,Grove,St,"legalize 9 replacement windows on rear of bldg per dbi physical inspection # cc8584, item# 3.",filed,2023-08-30T15:42:01.000,2023-08-30T15:42:01.000,,3,3,1,4500,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-09-06T13:56:04.000,Hayes Valley,94117,in-house,Point,-122.437016238,37.775733776,N,1677253469803,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305616,8,otc alterations permit,2023-08-30T14:05:47.000,1897,014,1655,46th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-30T14:07:29.000,2023-08-30T14:05:47.000,2023-08-30T14:07:29.000,,,18870,18870,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,4,2023-08-30T14:05:47.000,Sunset/Parkside,94122,website,Point,-122.505920919,37.755646112,N,1677228119361,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305611,8,otc alterations permit,2023-08-30T13:41:12.000,1914,010A,1675,29th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-30T13:42:38.000,2023-08-30T13:41:12.000,2023-08-30T13:42:38.000,,,17833,17833,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,4,2023-08-30T13:41:12.000,Sunset/Parkside,94122,website,Point,-122.487678248,37.756109579,N,1677223120221,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305579,8,otc alterations permit,2023-08-30T10:58:21.000,6744,025,2842,Diamond,St,"to comply with abe ord 51-16 program. abe #202304056650. replace door hardware, add kick plate, add power door operator with push bar at exterior. add electrical outlet near door (restaurant)",issued,2023-08-31T10:44:19.000,2023-08-30T10:58:22.000,2023-08-31T10:44:19.000,2,2,3000,3000,food/beverage hndlng,0,food/beverage hndlng,0,2,B,B,5,wood frame (5),5,wood frame (5),8,2023-08-31T10:42:44.000,Glen Park,94131,in-house,Point,-122.434244187,37.734058862,N,1677188352500,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305575,8,otc alterations permit,2023-08-30T10:48:05.000,0819,044,612,Buchanan,St,"repair and replace insullation, drywall from fire and water damage, in kitchen, bathroom, and bedroom. reinstalling cabinets and appliances.",issued,2023-08-31T09:31:10.000,2023-08-30T10:48:05.000,2023-08-31T09:31:10.000,3,3,78000,78000,apartments,3,apartments,3,0,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-08-31T09:27:39.000,Hayes Valley,94102,in-house,Point,-122.427546641,37.775578769,N,1677185438217,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308305561,8,otc alterations permit,2023-08-30T09:29:12.000,6990,017,525,Bright,St,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2023-09-06T14:09:05.000,2023-08-30T09:29:12.000,2023-08-30T09:29:57.000,,,5500,5500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,11,2023-08-30T09:29:13.000,Oceanview/Merced/Ingleside,94132,website,Point,-122.463842891,37.72022185,N,1677169216566,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,2023-09-06T14:09:05.000,
202308305556,8,otc alterations permit,2023-08-30T09:13:52.000,2204,015,2178,14th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-30T09:18:29.000,2023-08-30T09:13:52.000,2023-08-30T09:18:29.000,,,9500,9500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,7,2023-08-30T09:13:52.000,West of Twin Peaks,94116,website,Point,-122.470193,37.747453872,N,1677165129883,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305557,8,otc alterations permit,2023-08-30T00:00:00.000,3776,077,41,Freelon,St,reroofing,issued,2023-08-30T10:39:09.000,2023-08-30T09:15:25.000,2023-08-30T10:39:09.000,1,1,24280,24280,"warehouse,no frnitur",,"warehouse,no frnitur",,0,S-2,S-2,5,wood frame (5),5,wood frame (5),6,2023-08-30T10:35:13.000,South of Market,94107,in-house,Point,-122.396234959,37.779182695,N,1677166167363,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305607,8,otc alterations permit,2023-08-30T00:00:00.000,2706,006,226,Twin Peaks,Bl,"install new sprinkler monitoring, new fire alarm control panel new radio communicator 1 smoke 1 pull station, 3 monitor modules  ref pa# 201902062206 sprinkler pa# 202201045314",issued,2023-08-30T15:18:25.000,2023-08-30T13:21:52.000,2023-08-30T15:18:25.000,4,4,4500,21598,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-30T15:14:37.000,Twin Peaks,94114,in-house,Point,-122.448740424,37.758552401,N,1677218142408,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308305584,8,otc alterations permit,2023-08-30T00:00:00.000,2023,046,1722,27th,Av,"install a new sprinkler monitring system per nfpa 72-2022 section 23.8.5.5.1 with 1 fire alarm control unit, 1 wireless commercial fire communication, 1 smoke detector above facu, 1 manual pull station. ref pa# 201705197060.",issued,2023-08-30T12:16:03.000,2023-08-30T11:22:03.000,2023-08-30T12:16:03.000,2,3,4800,12723,1 family dwelling,1,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-30T12:12:10.000,Sunset/Parkside,94122,in-house,Point,-122.484812862,37.755259663,N,1677193122332,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308305582,8,otc alterations permit,2023-08-30T00:00:00.000,3915,001,101,Henry Adams,St,"ste 270, 272, 273 & 256, interior ti @ 2nd flr. (n) non load bearing partitions & finishes. install showroom appliances w/millwork.",filed,2023-08-30T11:16:33.000,2023-08-30T11:16:33.000,,4,4,350000,0,retail sales,,retail sales,,2,"M,B","M,B",5,wood frame (5),5,wood frame (5),6,2023-08-30T12:32:11.000,Mission Bay,94103,in-house,Point,-122.403383866,37.768393311,N,1677191168013,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305612,8,otc alterations permit,2023-08-30T00:00:00.000,4059,001,601,19th,St,add 2'h fence extension on top of existing 8'h fence to creat 10'h fence @ south and partial west sides of existing roof deck.,issued,2023-09-06T14:45:00.000,2023-08-30T13:53:56.000,2023-09-06T14:45:00.000,2,2,5000,8000,food/beverage hndlng,,food/beverage hndlng,,2,"A-2,A-1","A-2,A-1",2,constr type 2,2,constr type 2,10,2023-09-06T14:42:52.000,Potrero Hill,94107,in-house,Point,-122.388966634,37.761520892,N,1677224169245,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305597,8,otc alterations permit,2023-08-30T00:00:00.000,1444,001,303,12th,Av,sidewalk redesign to comply with abe program:  abe#: 202207292679,filed,2023-08-30T12:13:59.000,2023-08-30T12:13:59.000,,3,3,18500,0,retail sales,2,retail sales,2,2,"B,R-3","B,R-3",5,wood frame (5),5,wood frame (5),1,2023-08-30T13:38:16.000,Inner Richmond,94118,in-house,Point,-122.471005751,37.782397576,N,1677206497294,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305589,8,otc alterations permit,2023-08-30T00:00:00.000,1912,002F,2550,Moraga,St,"1/f: construct 2 new bathrooms, convert (e) office to bedroo, (n) media & bar and 2/f remodel of bathroom, construct (n) bathroom, remodel (e) kitchen and replace sheetrock in bedrooms and livring with 5/8in type x.",issued,2023-09-07T09:36:56.000,2023-08-30T11:43:36.000,2023-09-07T09:36:56.000,2,2,188000,188000,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-09-07T09:36:54.000,Sunset/Parkside,94122,in-house,Point,-122.49026679,37.75565037,N,1677197120134,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305641,8,otc alterations permit,2023-08-30T00:00:00.000,1828,011,1400,26th,Av,"dry rot repair on the north side of the building. reinstall window, wood repair, and stucco work. replace 15 feet of the neighbor fence. fence is no more than 6 ft high. window is not visible to the street.",issued,2023-08-31T11:33:55.000,2023-08-30T16:00:26.000,2023-08-31T11:33:55.000,2,2,20000,20000,apartments,8,apartments,8,0,R-2,R-2,5,wood frame (5),5,wood frame (5),4,2023-08-31T11:30:28.000,Sunset/Parkside,94122,in-house,Point,-122.484301683,37.761131049,N,1677257417600,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308305560,8,otc alterations permit,2023-08-30T00:00:00.000,0118,001,701,Union,St,fire system replacement & mandatory low frequency horn upgrade to meet sffc 2022 sec 1103.7.6.1,filed,2023-08-30T09:28:48.000,2023-08-30T09:28:48.000,,3,3,16800,0,apartments,8,apartments,8,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-08-30T10:22:56.000,Chinatown,94133,in-house,Point,-122.411032977,37.800051576,N,167717059388,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308305578,8,otc alterations permit,2023-08-30T00:00:00.000,0741,002,520,Turk,St,install interior ada compliant signs (21).,issued,2023-09-07T14:37:46.000,2023-08-30T10:56:38.000,2023-09-07T14:37:46.000,8,8,2225,2225,apartments,108,apartments,108,2,"R-2,M","R-2,M",1,constr type 1,1,constr type 1,5,2023-09-07T14:31:47.000,Tenderloin,94102,in-house,Point,-122.417748286,37.782616502,N,1677187514626,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305568,8,otc alterations permit,2023-08-30T00:00:00.000,0690,001,1243,Van Ness,Av,reroofing,filed,2023-08-30T09:56:03.000,2023-08-30T09:56:03.000,,2,2,3200,0,food/beverage hndlng,0,food/beverage hndlng,0,0,M,M,5,wood frame (5),5,wood frame (5),2,2023-08-30T11:40:23.000,Western Addition,94109,in-house,Point,-122.42212304,37.787319183,N,167717779573,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305622,8,otc alterations permit,2023-08-30T00:00:00.000,2419,005H,700,Vicente,St,repair dry rot on 2nd  floor west stucco wall (about 300s.f.). replace 8 window: 6 on west side and 2 on south side at front,issued,2023-08-30T15:28:31.000,2023-08-30T14:26:43.000,2023-08-30T15:28:31.000,2,2,24000,24000,1 family dwelling,,1 family dwelling,,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-30T15:22:32.000,West of Twin Peaks,94116,in-house,Point,-122.474659476,37.739502805,N,1677235135290,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305564,8,otc alterations permit,2023-08-30T00:00:00.000,1260,098,716,Duboce,Av,"window frame repair, exterior , replace with new wood in kind. not visible from the street. same size same location",issued,2023-08-30T10:07:36.000,2023-08-30T09:34:30.000,2023-08-30T10:07:36.000,2,2,5400,5400,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-30T10:04:12.000,Haight Ashbury,94117,in-house,Point,-122.435517664,37.769320865,N,1677173502911,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308305598,8,otc alterations permit,2023-08-30T00:00:00.000,3741,032,201,Spear,St,ste 1650: install sprinklers for coverage at the interior of (2) self-contained phone booths.,issued,2023-08-30T13:03:29.000,2023-08-30T12:20:03.000,2023-08-30T13:03:29.000,18,18,10000,10050,office,,office,,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-30T13:00:56.000,Financial District/South Beach,94105,in-house,Point,-122.391790956,37.791185114,N,1677207165689,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308305581,8,otc alterations permit,2023-08-30T00:00:00.000,0776,034,1444,Mcallister,St,"replace (e) front entry door. convert 2 (e) restrooms to an accessible all gender restroom on the 1st fl for the purpose of barrier rmoval. alteration and remodel of (e) ground fl entry area, office, hallway, waiting area, conference rm & multipurpose rm by removing non-str walls",issued,2023-09-05T15:27:59.000,2023-08-30T11:10:49.000,2023-09-05T15:27:59.000,4,4,150000,170000,convalescent home,,convalescent home,,2,R-3.1,R-3.1,5,wood frame (5),5,wood frame (5),5,2023-09-05T15:26:22.000,Western Addition,94115,in-house,Point,-122.435725196,37.778413845,N,167719081605,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
